system:index,Presence,layer,path,.geo
000000000000000017f0,0,,,"{""type"":""Point"",""coordinates"":[-121.4033202943785,46.954124515035595]}"
000000000000000017f1,0,,,"{""type"":""Point"",""coordinates"":[-121.39953897668518,46.95884670305119]}"
000000000000000017f2,0,,,"{""type"":""Point"",""coordinates"":[-121.39623478280458,46.95681781207187]}"
000000000000000017f3,0,,,"{""type"":""Point"",""coordinates"":[-121.39157056310269,46.95492269412414]}"
000000000000000017f4,0,,,"{""type"":""Point"",""coordinates"":[-121.39537863540234,46.95267530719322]}"
000000000000000017f5,0,,,"{""type"":""Point"",""coordinates"":[-121.39965491331257,46.951159212835044]}"
000000000000000017f6,0,,,"{""type"":""Point"",""coordinates"":[-121.40811382801095,46.947462618061735]}"
000000000000000017f7,0,,,"{""type"":""Point"",""coordinates"":[-121.41577456362076,46.95519469928842]}"
000000000000000017f8,0,,,"{""type"":""Point"",""coordinates"":[-121.40421657369025,46.960893430434716]}"
000000000000000017f9,0,,,"{""type"":""Point"",""coordinates"":[-121.40460005638086,46.93559249105747]}"
000000000000000017fa,0,,,"{""type"":""Point"",""coordinates"":[-121.40703026645498,46.92895734868994]}"
000000000000000017fb,0,,,"{""type"":""Point"",""coordinates"":[-121.40844380148891,46.930531411361805]}"
000000000000000017fc,0,,,"{""type"":""Point"",""coordinates"":[-121.41291182074447,46.931200276519824]}"
000000000000000017fd,0,,,"{""type"":""Point"",""coordinates"":[-121.41423171465628,46.92279041193302]}"
000000000000000017fe,0,,,"{""type"":""Point"",""coordinates"":[-121.4154713447492,46.92725843118858]}"
000000000000000017ff,0,,,"{""type"":""Point"",""coordinates"":[-121.40576834085688,46.92377141416478]}"
00000000000000001800,0,,,"{""type"":""Point"",""coordinates"":[-121.4097101861881,46.924899566731305]}"
00000000000000001801,0,,,"{""type"":""Point"",""coordinates"":[-121.39898158905353,46.92504671706607]}"
00000000000000001802,0,,,"{""type"":""Point"",""coordinates"":[-121.39557483584866,46.92565761391039]}"
00000000000000001803,0,,,"{""type"":""Point"",""coordinates"":[-121.40468477930087,46.942312356345006]}"
00000000000000001804,0,,,"{""type"":""Point"",""coordinates"":[-121.40186216833402,46.93861576157171]}"
00000000000000001805,0,,,"{""type"":""Point"",""coordinates"":[-121.40705256196027,46.937772991472606]}"
00000000000000001806,0,,,"{""type"":""Point"",""coordinates"":[-121.40963438147018,46.93924895392129]}"
00000000000000001807,0,,,"{""type"":""Point"",""coordinates"":[-121.39939182635044,46.94192887365441]}"
00000000000000001808,0,,,"{""type"":""Point"",""coordinates"":[-121.39829042839023,46.94516172191817]}"
00000000000000001809,0,,,"{""type"":""Point"",""coordinates"":[-121.39487921608432,46.942633411620854]}"
0000000000000000180a,0,,,"{""type"":""Point"",""coordinates"":[-121.38974233167076,46.942107237696554]}"
0000000000000000180b,0,,,"{""type"":""Point"",""coordinates"":[-121.38798098675466,46.94558979561929]}"
0000000000000000180c,0,,,"{""type"":""Point"",""coordinates"":[-121.38507811196887,46.94644148392051]}"
0000000000000000180d,0,,,"{""type"":""Point"",""coordinates"":[-121.38522526230366,46.942383701961866]}"
0000000000000000180e,0,,,"{""type"":""Point"",""coordinates"":[-121.38302246638322,46.94473810731809]}"
0000000000000000180f,0,,,"{""type"":""Point"",""coordinates"":[-121.38269249290525,46.940805180188946]}"
00000000000000001810,0,,,"{""type"":""Point"",""coordinates"":[-121.37931695340781,46.93884763482649]}"
00000000000000001811,0,,,"{""type"":""Point"",""coordinates"":[-121.39315354397667,46.94035035188149]}"
00000000000000001812,0,,,"{""type"":""Point"",""coordinates"":[-121.39320705318933,46.930941648658724]}"
00000000000000001813,0,,,"{""type"":""Point"",""coordinates"":[-121.39447343788848,46.93382222793925]}"
00000000000000001814,0,,,"{""type"":""Point"",""coordinates"":[-121.39133868984791,46.933938164566634]}"
0000000000000000181c,0,,,"{""type"":""Point"",""coordinates"":[-121.37315893485301,46.93457135691623]}"
0000000000000000181d,0,,,"{""type"":""Point"",""coordinates"":[-121.37268627014132,46.93623014250811]}"
0000000000000000181e,0,,,"{""type"":""Point"",""coordinates"":[-121.38539916724469,46.94888507129779]}"
0000000000000000181f,0,,,"{""type"":""Point"",""coordinates"":[-121.37784099095913,46.94744478165752]}"
00000000000000001820,0,,,"{""type"":""Point"",""coordinates"":[-121.3683520239174,46.95289380314483]}"
00000000000000001821,0,,,"{""type"":""Point"",""coordinates"":[-121.36519498037154,46.95348240448389]}"
00000000000000001824,0,,,"{""type"":""Point"",""coordinates"":[-121.39518243495598,46.975889387277455]}"
00000000000000001825,0,,,"{""type"":""Point"",""coordinates"":[-121.39173109074059,46.97443572033404]}"
00000000000000001826,0,,,"{""type"":""Point"",""coordinates"":[-121.38780262271253,46.97398535112764]}"
00000000000000001827,0,,,"{""type"":""Point"",""coordinates"":[-121.3890690074117,46.97674107557867]}"
00000000000000001828,0,,,"{""type"":""Point"",""coordinates"":[-121.3925560244355,46.97751695916195]}"
00000000000000001829,0,,,"{""type"":""Point"",""coordinates"":[-121.3932159713914,46.980294979118256]}"
0000000000000000182a,0,,,"{""type"":""Point"",""coordinates"":[-121.40617411905271,46.97796732836836]}"
0000000000000000182b,0,,,"{""type"":""Point"",""coordinates"":[-121.40987963202814,46.977989623873626]}"
0000000000000000182c,0,,,"{""type"":""Point"",""coordinates"":[-121.40833678306367,46.98062049349517]}"
0000000000000000182d,0,,,"{""type"":""Point"",""coordinates"":[-121.3884358150621,46.981012894387874]}"
0000000000000000182e,0,,,"{""type"":""Point"",""coordinates"":[-121.38528323061732,46.97545239537422]}"
0000000000000000182f,0,,,"{""type"":""Point"",""coordinates"":[-121.38524309870786,46.984192233438975]}"
00000000000000001830,0,,,"{""type"":""Point"",""coordinates"":[-121.38337473536647,46.979135612844374]}"
00000000000000001831,0,,,"{""type"":""Point"",""coordinates"":[-121.38249183335785,46.975728859639524]}"
00000000000000001832,0,,,"{""type"":""Point"",""coordinates"":[-121.38065914282488,46.97810556050102]}"
00000000000000001833,0,,,"{""type"":""Point"",""coordinates"":[-121.37772059523068,46.98148555909953]}"
00000000000000001834,0,,,"{""type"":""Point"",""coordinates"":[-121.38164906325878,46.98311313098403]}"
00000000000000001835,0,,,"{""type"":""Point"",""coordinates"":[-121.37508080740703,46.97948342272653]}"
00000000000000001836,0,,,"{""type"":""Point"",""coordinates"":[-121.37126381690528,46.97933181329072]}"
00000000000000001837,0,,,"{""type"":""Point"",""coordinates"":[-121.36744682640354,46.97665635265865]}"
00000000000000001838,0,,,"{""type"":""Point"",""coordinates"":[-121.37001526861033,46.97415033786662]}"
00000000000000001839,0,,,"{""type"":""Point"",""coordinates"":[-121.38687067059234,46.97149717273981]}"
0000000000000000183a,0,,,"{""type"":""Point"",""coordinates"":[-121.38117193944603,46.972152660594666]}"
0000000000000000183b,0,,,"{""type"":""Point"",""coordinates"":[-121.3652484895842,46.969958782876375]}"
0000000000000000183c,0,,,"{""type"":""Point"",""coordinates"":[-121.37034970118933,46.98628801093409]}"
00000000000000001840,0,,,"{""type"":""Point"",""coordinates"":[-121.40328016246902,46.975033239875195]}"
00000000000000001841,0,,,"{""type"":""Point"",""coordinates"":[-121.36847687874692,46.98259141616079]}"
00000000000000001842,0,,,"{""type"":""Point"",""coordinates"":[-121.36426748735244,46.98167284134377]}"
00000000000000001843,0,,,"{""type"":""Point"",""coordinates"":[-121.36457070622409,46.986930121485784]}"
00000000000000001847,0,,,"{""type"":""Point"",""coordinates"":[-121.36359416309334,46.96701131708004]}"
00000000000000001848,0,,,"{""type"":""Point"",""coordinates"":[-121.34591382741645,46.97206347857361]}"
00000000000000001849,0,,,"{""type"":""Point"",""coordinates"":[-121.34898614804227,46.974680970891974]}"
0000000000000000184a,0,,,"{""type"":""Point"",""coordinates"":[-121.35083667497946,46.978020837581006]}"
0000000000000000184b,0,,,"{""type"":""Point"",""coordinates"":[-121.3510908437395,46.97660284344601]}"
0000000000000000184c,0,,,"{""type"":""Point"",""coordinates"":[-121.35411411425373,46.97981785530555]}"
0000000000000000184d,0,,,"{""type"":""Point"",""coordinates"":[-121.35869361103563,46.9811154537121]}"
0000000000000000184e,0,,,"{""type"":""Point"",""coordinates"":[-121.35953638113476,46.98396481928525]}"
0000000000000000184f,0,,,"{""type"":""Point"",""coordinates"":[-121.36544469003053,46.98456233882641]}"
00000000000000001850,0,,,"{""type"":""Point"",""coordinates"":[-121.3657835817106,46.98975273245262]}"
00000000000000001851,0,,,"{""type"":""Point"",""coordinates"":[-121.36634542844332,46.9958081916832]}"
00000000000000001852,0,,,"{""type"":""Point"",""coordinates"":[-121.36139582627403,46.99284734858371]}"
00000000000000001853,0,,,"{""type"":""Point"",""coordinates"":[-121.34950340376447,46.981333949663714]}"
00000000000000001854,0,,,"{""type"":""Point"",""coordinates"":[-121.35082775677733,46.982542366049195]}"
00000000000000001855,0,,,"{""type"":""Point"",""coordinates"":[-121.34925815320656,46.983175558398784]}"
00000000000000001856,0,,,"{""type"":""Point"",""coordinates"":[-121.35095261160686,46.984103051417904]}"
00000000000000001857,0,,,"{""type"":""Point"",""coordinates"":[-121.34887912961699,46.98561914577608]}"
00000000000000001858,0,,,"{""type"":""Point"",""coordinates"":[-121.34914667568019,46.98456233882641]}"
00000000000000001859,0,,,"{""type"":""Point"",""coordinates"":[-121.35095261160686,46.98565035948345]}"
0000000000000000185a,0,,,"{""type"":""Point"",""coordinates"":[-121.34689928874927,46.98344310446199]}"
00000000000000001863,0,,,"{""type"":""Point"",""coordinates"":[-121.32772515421945,46.9783285155537]}"
00000000000000001865,0,,,"{""type"":""Point"",""coordinates"":[-121.33807026866343,46.982894635032416]}"
00000000000000001866,0,,,"{""type"":""Point"",""coordinates"":[-121.34060303806177,46.9866224435131]}"
00000000000000001869,0,,,"{""type"":""Point"",""coordinates"":[-121.33338821255731,46.992294420053085]}"
0000000000000000186a,0,,,"{""type"":""Point"",""coordinates"":[-121.33594773656203,46.99109046276865]}"
00000000000000001870,0,,,"{""type"":""Point"",""coordinates"":[-121.34060749716285,46.9849369033149]}"
00000000000000001873,0,,,"{""type"":""Point"",""coordinates"":[-121.32421138258933,46.98468719365591]}"
00000000000000001874,0,,,"{""type"":""Point"",""coordinates"":[-121.32086705679924,46.98747413181431]}"
00000000000000001875,0,,,"{""type"":""Point"",""coordinates"":[-121.32395721382929,46.98781748259542]}"
00000000000000001876,0,,,"{""type"":""Point"",""coordinates"":[-121.31867763818204,46.98615869700354]}"
00000000000000001877,0,,,"{""type"":""Point"",""coordinates"":[-121.32103650263927,46.9835768774936]}"
00000000000000001878,0,,,"{""type"":""Point"",""coordinates"":[-121.32219586891317,46.990492943227494]}"
00000000000000001879,0,,,"{""type"":""Point"",""coordinates"":[-121.3268199567056,46.99114397198129]}"
0000000000000000187a,0,,,"{""type"":""Point"",""coordinates"":[-121.3280372912932,46.99338689981118]}"
0000000000000000187b,0,,,"{""type"":""Point"",""coordinates"":[-121.32385465450503,46.993797137108096]}"
0000000000000000187c,0,,,"{""type"":""Point"",""coordinates"":[-121.32025170085389,46.994211833506064]}"
0000000000000000187d,0,,,"{""type"":""Point"",""coordinates"":[-121.32196399565838,46.996940803350775]}"
0000000000000000187e,0,,,"{""type"":""Point"",""coordinates"":[-121.32722127580038,46.99728861323294]}"
0000000000000000187f,0,,,"{""type"":""Point"",""coordinates"":[-121.32047465590654,47.000191488018736]}"
00000000000000001880,0,,,"{""type"":""Point"",""coordinates"":[-121.32673077468453,47.00397280571206]}"
00000000000000001881,0,,,"{""type"":""Point"",""coordinates"":[-121.32357373113868,47.00166299136638]}"
00000000000000001882,0,,,"{""type"":""Point"",""coordinates"":[-121.319676476818,47.00411995604683]}"
00000000000000001883,0,,,"{""type"":""Point"",""coordinates"":[-121.31771893145553,47.00377214616465]}"
00000000000000001884,0,,,"{""type"":""Point"",""coordinates"":[-121.31911463008522,47.00576090523449]}"
00000000000000001886,0,,,"{""type"":""Point"",""coordinates"":[-121.31201574120816,46.996740143803365]}"
00000000000000001887,0,,,"{""type"":""Point"",""coordinates"":[-121.31600663665098,46.996089115049564]}"
00000000000000001888,0,,,"{""type"":""Point"",""coordinates"":[-121.31851265144304,46.99778803255093]}"
00000000000000001889,0,,,"{""type"":""Point"",""coordinates"":[-121.33460554714492,46.99559861393368]}"
0000000000000000188a,0,,,"{""type"":""Point"",""coordinates"":[-121.33618406891785,46.99921494488803]}"
0000000000000000188b,0,,,"{""type"":""Point"",""coordinates"":[-121.33537697162716,46.99716375840344]}"
0000000000000000188c,0,,,"{""type"":""Point"",""coordinates"":[-121.33786960911603,46.99771222783302]}"
0000000000000000188d,0,,,"{""type"":""Point"",""coordinates"":[-121.33667902913476,46.99553618651894]}"
0000000000000000188e,0,,,"{""type"":""Point"",""coordinates"":[-121.34029536008913,46.998479193214216]}"
0000000000000000188f,0,,,"{""type"":""Point"",""coordinates"":[-121.33900667988465,46.99446154316506]}"
00000000000000001890,0,,,"{""type"":""Point"",""coordinates"":[-121.34100881625766,46.9950991946157]}"
00000000000000001891,0,,,"{""type"":""Point"",""coordinates"":[-121.34152161287881,46.9977523597425]}"
00000000000000001892,0,,,"{""type"":""Point"",""coordinates"":[-121.34510227102474,46.99906779455328]}"
00000000000000001893,0,,,"{""type"":""Point"",""coordinates"":[-121.34381804992131,46.9947736802388]}"
00000000000000001894,0,,,"{""type"":""Point"",""coordinates"":[-121.3469527979619,46.99744022266876]}"
00000000000000001895,0,,,"{""type"":""Point"",""coordinates"":[-121.3456150676459,46.99408697867657]}"
00000000000000001896,0,,,"{""type"":""Point"",""coordinates"":[-121.35091693879842,46.9960757377464]}"
00000000000000001897,0,,,"{""type"":""Point"",""coordinates"":[-121.3500920051035,46.99917927207961]}"
00000000000000001898,0,,,"{""type"":""Point"",""coordinates"":[-121.35546968097398,47.00146679092002]}"
00000000000000001899,0,,,"{""type"":""Point"",""coordinates"":[-121.35266044731033,47.00115465384628]}"
0000000000000000189a,0,,,"{""type"":""Point"",""coordinates"":[-121.34972635881715,47.000766712054634]}"
0000000000000000189d,0,,,"{""type"":""Point"",""coordinates"":[-121.35355672662205,46.9975606183972]}"
0000000000000000189e,0,,,"{""type"":""Point"",""coordinates"":[-121.35452881065171,46.999335340616476]}"
0000000000000000189f,0,,,"{""type"":""Point"",""coordinates"":[-121.35712846656587,46.99973665971129]}"
000000000000000018a0,0,,,"{""type"":""Point"",""coordinates"":[-121.36124867593925,46.99893402152167]}"
000000000000000018a1,0,,,"{""type"":""Point"",""coordinates"":[-121.35741384903328,46.9953578224768]}"
000000000000000018a2,0,,,"{""type"":""Point"",""coordinates"":[-121.35319553943673,46.99449721597348]}"
000000000000000018a3,0,,,"{""type"":""Point"",""coordinates"":[-121.35688321600793,46.99707011728133]}"
000000000000000018a4,0,,,"{""type"":""Point"",""coordinates"":[-121.35490783424125,46.99274033015843]}"
000000000000000018a5,0,,,"{""type"":""Point"",""coordinates"":[-121.35276300663453,46.991795000735095]}"
000000000000000018a6,0,,,"{""type"":""Point"",""coordinates"":[-121.34899952534542,46.99019418345691]}"
000000000000000018a7,0,,,"{""type"":""Point"",""coordinates"":[-121.34600746853855,46.98826339270077]}"
000000000000000018a8,0,,,"{""type"":""Point"",""coordinates"":[-121.34910208466967,46.98752764102695]}"
000000000000000018a9,0,,,"{""type"":""Point"",""coordinates"":[-121.34964609499819,46.988633498088205]}"
000000000000000018aa,0,,,"{""type"":""Point"",""coordinates"":[-121.35344970819676,46.989757191553664]}"
000000000000000018ac,0,,,"{""type"":""Point"",""coordinates"":[-121.35737817622486,46.990006901212666]}"
000000000000000018ad,0,,,"{""type"":""Point"",""coordinates"":[-121.40266034742258,46.985610227573964]}"
000000000000000018ae,0,,,"{""type"":""Point"",""coordinates"":[-121.40740483094346,46.98818312888181]}"
000000000000000018af,0,,,"{""type"":""Point"",""coordinates"":[-121.39685905695208,46.98459355253378]}"
000000000000000018b0,0,,,"{""type"":""Point"",""coordinates"":[-121.39894145714402,46.98734035878271]}"
000000000000000018b1,0,,,"{""type"":""Point"",""coordinates"":[-121.39500853001489,46.988637957189255]}"
000000000000000018b2,0,,,"{""type"":""Point"",""coordinates"":[-121.39231969207965,46.98730468597429]}"
000000000000000018b3,0,,,"{""type"":""Point"",""coordinates"":[-121.3879096411378,46.98691228508158]}"
000000000000000018b4,0,,,"{""type"":""Point"",""coordinates"":[-121.38977354537813,46.9894093816715]}"
000000000000000018b5,0,,,"{""type"":""Point"",""coordinates"":[-121.3943842558674,46.99033241558957]}"
000000000000000018b6,0,,,"{""type"":""Point"",""coordinates"":[-121.38432006478978,46.989101703698815]}"
000000000000000018b7,0,,,"{""type"":""Point"",""coordinates"":[-121.3816356859556,46.99051969783381]}"
000000000000000018b9,0,,,"{""type"":""Point"",""coordinates"":[-121.38283518413897,46.99232563376046]}"
000000000000000018ba,0,,,"{""type"":""Point"",""coordinates"":[-121.3867101429544,46.99267344364263]}"
000000000000000018bb,0,,,"{""type"":""Point"",""coordinates"":[-121.389011039098,46.997137003797114]}"
000000000000000018bc,0,,,"{""type"":""Point"",""coordinates"":[-121.38373592255176,46.99586170089584]}"
000000000000000018bd,0,,,"{""type"":""Point"",""coordinates"":[-121.38912251662434,46.99943789994071]}"
000000000000000018be,0,,,"{""type"":""Point"",""coordinates"":[-121.39173554984167,46.99981692353025]}"
000000000000000018bf,0,,,"{""type"":""Point"",""coordinates"":[-121.39347905835358,46.99918819028171]}"
000000000000000018c0,0,,,"{""type"":""Point"",""coordinates"":[-121.39357269947565,47.00069090733671]}"
000000000000000018cc,0,,,"{""type"":""Point"",""coordinates"":[-121.31878019750623,46.97293300327902]}"
000000000000000018cd,0,,,"{""type"":""Point"",""coordinates"":[-121.31447716498967,46.972264138121005]}"
000000000000000018d0,0,,,"{""type"":""Point"",""coordinates"":[-121.31740679438175,46.97830622004843]}"
000000000000000018d2,0,,,"{""type"":""Point"",""coordinates"":[-121.3085331832854,46.97888590318537]}"
000000000000000018d3,0,,,"{""type"":""Point"",""coordinates"":[-121.30962566304349,46.98076764382993]}"
000000000000000018d4,0,,,"{""type"":""Point"",""coordinates"":[-121.30479199750157,46.97855592970742]}"
000000000000000018d5,0,,,"{""type"":""Point"",""coordinates"":[-121.30538059884063,46.984709489161176]}"
000000000000000018d6,0,,,"{""type"":""Point"",""coordinates"":[-121.29935189421634,46.990082705930575]}"
000000000000000018d7,0,,,"{""type"":""Point"",""coordinates"":[-121.29728733042862,46.99115734928446]}"
000000000000000018d8,0,,,"{""type"":""Point"",""coordinates"":[-121.29406785946803,46.98899914437459]}"
000000000000000018d9,0,,,"{""type"":""Point"",""coordinates"":[-121.29248487859405,46.990591043450664]}"
000000000000000018db,0,,,"{""type"":""Point"",""coordinates"":[-121.2852031665738,46.98951194099573]}"
000000000000000018dc,0,,,"{""type"":""Point"",""coordinates"":[-121.28682627935723,46.9903012018822]}"
000000000000000018e4,0,,,"{""type"":""Point"",""coordinates"":[-121.37584331368717,47.00199742394538]}"
000000000000000018e5,0,,,"{""type"":""Point"",""coordinates"":[-121.37650326064306,47.00012014240189]}"
000000000000000018e6,0,,,"{""type"":""Point"",""coordinates"":[-121.37827798286234,47.00226497000859]}"
000000000000000018e7,0,,,"{""type"":""Point"",""coordinates"":[-121.38190769111986,47.002795603033945]}"
000000000000000018e8,0,,,"{""type"":""Point"",""coordinates"":[-121.38136813989239,47.00051254329458]}"
000000000000000018e9,0,,,"{""type"":""Point"",""coordinates"":[-121.37409088697316,46.99804220131098]}"
000000000000000018ea,0,,,"{""type"":""Point"",""coordinates"":[-121.37401062315423,46.99589291460322]}"
000000000000000018eb,0,,,"{""type"":""Point"",""coordinates"":[-121.39334974442302,47.00286248954975]}"
000000000000000018ec,0,,,"{""type"":""Point"",""coordinates"":[-121.38951491751705,47.003076526400314]}"
000000000000000018ed,0,,,"{""type"":""Point"",""coordinates"":[-121.38390982749287,47.00742860902848]}"
000000000000000018ee,0,,,"{""type"":""Point"",""coordinates"":[-121.38608586880693,47.00993462382051]}"
000000000000000018ef,0,,,"{""type"":""Point"",""coordinates"":[-121.38761534046827,47.01092008515332]}"
000000000000000018f0,0,,,"{""type"":""Point"",""coordinates"":[-121.38660758363021,47.01236929299569]}"
000000000000000018f1,0,,,"{""type"":""Point"",""coordinates"":[-121.3826969520063,47.01092454425438]}"
000000000000000018f2,0,,,"{""type"":""Point"",""coordinates"":[-121.38090885248388,47.00672853016309]}"
000000000000000018f3,0,,,"{""type"":""Point"",""coordinates"":[-121.38133246708401,47.00872620743503]}"
000000000000000018f4,0,,,"{""type"":""Point"",""coordinates"":[-121.37932141250886,47.00802166946858]}"
000000000000000018f5,0,,,"{""type"":""Point"",""coordinates"":[-121.37864362914877,47.0060953378135]}"
000000000000000018f6,0,,,"{""type"":""Point"",""coordinates"":[-121.37535727167237,47.00491813513539]}"
000000000000000018f7,0,,,"{""type"":""Point"",""coordinates"":[-121.37148677195798,47.00797261935699]}"
000000000000000018f8,0,,,"{""type"":""Point"",""coordinates"":[-121.37185241824434,47.00999705123526]}"
000000000000000018f9,0,,,"{""type"":""Point"",""coordinates"":[-121.36972542704184,47.01022446538898]}"
000000000000000018fa,0,,,"{""type"":""Point"",""coordinates"":[-121.37662811547257,47.011990269406155]}"
000000000000000018fb,0,,,"{""type"":""Point"",""coordinates"":[-121.37374753619207,47.012115124235656]}"
000000000000000018fc,0,,,"{""type"":""Point"",""coordinates"":[-121.37630706019671,47.01455871161293]}"
000000000000000018fd,0,,,"{""type"":""Point"",""coordinates"":[-121.37219130992442,47.01296681253687]}"
000000000000000018fe,0,,,"{""type"":""Point"",""coordinates"":[-121.37167851330325,47.01415293341707]}"
000000000000000018ff,0,,,"{""type"":""Point"",""coordinates"":[-121.36933748525024,47.01302923995161]}"
00000000000000001900,0,,,"{""type"":""Point"",""coordinates"":[-121.37046117871567,47.013270031408496]}"
00000000000000001901,0,,,"{""type"":""Point"",""coordinates"":[-121.36593519114642,47.01374269612015]}"
00000000000000001902,0,,,"{""type"":""Point"",""coordinates"":[-121.3681112324605,47.01419306532655]}"
00000000000000001905,0,,,"{""type"":""Point"",""coordinates"":[-121.36303231636063,47.0135375774717]}"
00000000000000001906,0,,,"{""type"":""Point"",""coordinates"":[-121.36097667077499,47.00810639238861]}"
00000000000000001907,0,,,"{""type"":""Point"",""coordinates"":[-121.3596567768632,47.00918549484355]}"
00000000000000001908,0,,,"{""type"":""Point"",""coordinates"":[-121.3619710503099,47.01017095617635]}"
00000000000000001909,0,,,"{""type"":""Point"",""coordinates"":[-121.30055585150082,46.99808233322046]}"
0000000000000000190a,0,,,"{""type"":""Point"",""coordinates"":[-121.29276134285935,46.996436924931736]}"
0000000000000000190b,0,,,"{""type"":""Point"",""coordinates"":[-121.29508007540716,46.99556294112525]}"
0000000000000000190c,0,,,"{""type"":""Point"",""coordinates"":[-121.29680574751488,46.999879350944994]}"
0000000000000000190d,0,,,"{""type"":""Point"",""coordinates"":[-121.29764851761395,47.000325261050335]}"
0000000000000000190e,0,,,"{""type"":""Point"",""coordinates"":[-121.29862951984569,47.003388663474055]}"
0000000000000000190f,0,,,"{""type"":""Point"",""coordinates"":[-121.29656049695691,47.00351351830355]}"
00000000000000001910,0,,,"{""type"":""Point"",""coordinates"":[-121.29324738487419,47.00373201425518]}"
00000000000000001917,0,,,"{""type"":""Point"",""coordinates"":[-121.37662811547257,47.02524717683804]}"
00000000000000001918,0,,,"{""type"":""Point"",""coordinates"":[-121.37611531885143,47.02810991971436]}"
00000000000000001919,0,,,"{""type"":""Point"",""coordinates"":[-121.37294043890138,47.02701298085521]}"
0000000000000000191a,0,,,"{""type"":""Point"",""coordinates"":[-121.36861065177848,47.02559944582127]}"
0000000000000000191b,0,,,"{""type"":""Point"",""coordinates"":[-121.36919925311754,47.028248151847016]}"
0000000000000000191c,0,,,"{""type"":""Point"",""coordinates"":[-121.38064576552176,47.021055621847815]}"
0000000000000000191d,0,,,"{""type"":""Point"",""coordinates"":[-121.38340148997277,47.02305775822081]}"
0000000000000000191e,0,,,"{""type"":""Point"",""coordinates"":[-121.38747264923458,47.02162192768159]}"
0000000000000000191f,0,,,"{""type"":""Point"",""coordinates"":[-121.3788844206056,47.02541216357703]}"
00000000000000001920,0,,,"{""type"":""Point"",""coordinates"":[-121.38338365356854,47.0270620309668]}"
00000000000000001921,0,,,"{""type"":""Point"",""coordinates"":[-121.38763763597353,47.0257109233476]}"
00000000000000001922,0,,,"{""type"":""Point"",""coordinates"":[-121.38853837438634,47.03000057856102]}"
