system:index,Presence,layer,path,.geo
00000000000000000014,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.89329277498642,48.8554762860228]}"
00000000000000000015,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.93641674127431,48.9622271652423]}"
00000000000000000016,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.07910351588352,48.99288348498474]}"
00000000000000000017,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.82125153836695,48.856488501961934]}"
00000000000000000018,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.66080862336291,48.98582472801713]}"
00000000000000000019,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.78083870551957,48.98862950257975]}"
0000000000000000001a,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.73887856460664,48.82572962289527]}"
0000000000000000001b,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.64682042335826,48.967283785836905]}"
0000000000000000001d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.69143372939797,48.97303602619585]}"
0000000000000000001e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.93029439552791,48.911727845812024]}"
0000000000000000001f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.83056660046762,48.98847789314393]}"
00000000000000000020,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.77399398540257,48.97801238297149]}"
00000000000000000022,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.05395864504314,48.91469314801256]}"
00000000000000000023,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.6374964430555,48.842036555447706]}"
00000000000000000024,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.89871058276637,48.99101958074439]}"
00000000000000000025,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.0178889766218,48.91747562706991]}"
00000000000000000026,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.70765147992937,48.991461031748685]}"
00000000000000000027,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.75198386260271,48.9627622573687]}"
00000000000000000029,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.96924018412872,48.89207212836843]}"
0000000000000000002a,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.8679695401039,48.82206424182933]}"
0000000000000000002c,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.81713132899357,48.86533981755302]}"
0000000000000000002d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.74204006725357,48.87178767767631]}"
0000000000000000002e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.69166114355168,48.86365427735482]}"
0000000000000000002f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.65824909935823,48.95511489906205]}"
00000000000000000030,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.77638406356718,48.90998433730012]}"
00000000000000000031,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.7877057211419,48.91657042955607]}"
00000000000000000033,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.00433776852039,48.93945899526341]}"
00000000000000000034,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.04414862272556,48.927579950057016]}"
00000000000000000035,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.74434096339712,48.978596525209504]}"
00000000000000000036,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.69752486143697,48.96585241439874]}"
00000000000000000037,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.79287381926285,48.84878763444263]}"
00000000000000000038,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.01225267289024,48.93788939169258]}"
00000000000000000039,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.0473145844735,48.93116506730399]}"
0000000000000000003a,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.80216212675712,48.9408769893984]}"
0000000000000000003b,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.06383555387653,48.88192321437079]}"
0000000000000000003c,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.02514839313682,48.81822049672126]}"
0000000000000000003d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.03651018262099,48.931758127744104]}"
0000000000000000003e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.61863444559943,48.9245076294312]}"
0000000000000000003f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.678921491842,48.903532018075786]}"
00000000000000000040,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.67547906582877,48.859868500560445]}"
00000000000000000041,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.94030061829184,48.874128705729376]}"
00000000000000000042,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.8222994271145,48.96122386750527]}"
00000000000000000043,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.6750331557234,48.962699829953955]}"
00000000000000000045,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.8477698123318,48.88734548125178]}"
00000000000000000046,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.69330655184045,48.93606116026068]}"
00000000000000000047,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.66749281584202,48.87885981194708]}"
00000000000000000048,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.9381602497862,48.84870737062367]}"
00000000000000000049,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.86384487162948,48.831218776292054]}"
0000000000000000004b,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.90375828515887,48.96015814235351]}"
0000000000000000004d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.9322608590925,48.97131035408816]}"
0000000000000000004e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.91268986456895,48.841960750729804]}"
0000000000000000004f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.06702827023076,48.93682812564187]}"
00000000000000000051,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.99756885312125,48.86611570113633]}"
00000000000000000052,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.84479113282808,48.8406497750201]}"
00000000000000000054,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.61269938209728,48.879916618896736]}"
00000000000000000055,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.85944373888972,48.850187792173415]}"
00000000000000000057,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.63222132650927,48.984420111185294]}"
00000000000000000058,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.70174763013458,48.85651525656826]}"
00000000000000000059,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.68515531511473,48.93252509312529]}"
0000000000000000005a,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.01021040460778,48.841528217927625]}"
0000000000000000005b,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.74788148963353,48.961192653797895]}"
0000000000000000005c,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.66850503178117,48.875296990205364]}"
0000000000000000005d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.06866476031739,48.9500716557706]}"
0000000000000000005e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.88909676089514,48.86051061111214]}"
0000000000000000005f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.70457915930353,48.98477238016852]}"
00000000000000000060,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.64319963330287,48.84483241180823]}"
00000000000000000061,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.680923628215,48.92245198384556]}"
00000000000000000062,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.76613704934637,48.86944664962324]}"
00000000000000000063,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.79895157399866,48.882297778859275]}"
00000000000000000064,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.02206269520785,48.8649875485698]}"
00000000000000000065,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.76349280242167,48.82420015123393]}"
00000000000000000066,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.93783027630825,48.93692622586505]}"
00000000000000000067,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.7577717757701,48.89406980564038]}"
00000000000000000068,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.63960113875272,48.83110729876572]}"
00000000000000000069,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.86715798371218,48.97663452074598]}"
0000000000000000006b,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.0696502216502,48.957808196098334]}"
0000000000000000006c,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.70032963599962,48.87880630273443]}"
0000000000000000006d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.84350245262364,48.94096171231841]}"
0000000000000000006e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.7859488353268,48.87683092096776]}"
0000000000000000006f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.61872362762048,48.930531874954404]}"
00000000000000000070,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.67523381527084,48.88166904561074]}"
00000000000000000071,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.90764662127745,48.872336147105884]}"
00000000000000000072,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.0189814563799,48.96114360368631]}"
00000000000000000074,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.0512608889058,48.85857536125495]}"
00000000000000000075,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.93927056594853,48.96376109600469]}"
00000000000000000076,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.61185661199819,48.962771175570815]}"
00000000000000000077,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.61305165108051,48.92877498913935]}"
00000000000000000078,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.75022697678767,48.905601040964584]}"
00000000000000000079,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.6963431996578,48.99446646585871]}"
0000000000000000007a,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.95439137762074,48.913605127355524]}"
0000000000000000007b,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.70837385430002,48.86623609686476]}"
0000000000000000007c,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.88758066653695,48.849813227684926]}"
0000000000000000007d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.84948210713635,48.87791002342269]}"
0000000000000000007e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.81619937687339,48.85593111433026]}"
0000000000000000007f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.89597269471956,48.84469417967557]}"
00000000000000000080,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.74008252189107,48.98256958424812]}"
00000000000000000081,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.64897416916705,48.83243165177859]}"
00000000000000000082,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.68940929751972,48.92161367284751]}"
00000000000000000083,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.02225443655313,48.870771002636126]}"
00000000000000000084,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.86133885683742,48.88004147372624]}"
00000000000000000085,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.99291355162146,48.90066035699737]}"
00000000000000000086,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.74868412782317,48.91744887246359]}"
00000000000000000087,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.0137999809558,48.87935031306295]}"
00000000000000000088,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.71759081617752,48.85714844891785]}"
00000000000000000089,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.98954693032613,48.836525106545665]}"
0000000000000000008a,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.63072306855531,48.984344306467385]}"
0000000000000000008b,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.01625694563627,48.84882330725106]}"
0000000000000000008c,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.74346697959068,48.84245571094673]}"
0000000000000000008d,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.92974592609833,48.88190537796658]}"
0000000000000000008e,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.87645075030758,48.840520461089554]}"
0000000000000000008f,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-120.73913719246775,48.971684918576656]}"
00000000000000000091,0,ncasc2_random,/Volumes/Meddens/ArcGIS Projects/Rocky Habitat/Northern Cascades/ncasc2_random.shp,"{""type"":""Point"",""coordinates"":[-121.05289737899241,48.96093848503785]}"
