system:index,Presence,layer,path,.geo
000000000000000009fe,0,,,"{""type"":""Point"",""coordinates"":[-120.75422233133156,45.65767209745357]}"
000000000000000009ff,0,,,"{""type"":""Point"",""coordinates"":[-120.69880462343933,45.65605790287223]}"
00000000000000000a00,0,,,"{""type"":""Point"",""coordinates"":[-120.74601312629215,45.67291330485424]}"
00000000000000000a01,0,,,"{""type"":""Point"",""coordinates"":[-120.69777903019703,45.676498422101226]}"
00000000000000000a02,0,,,"{""type"":""Point"",""coordinates"":[-120.72189830779512,45.6868925866568]}"
00000000000000000a03,0,,,"{""type"":""Point"",""coordinates"":[-120.66853178638748,45.66861027233767]}"
00000000000000000a04,0,,,"{""type"":""Point"",""coordinates"":[-120.62440452236258,45.62161580633541]}"
00000000000000000a05,0,,,"{""type"":""Point"",""coordinates"":[-120.59618287179532,45.65856837676532]}"
00000000000000000a06,0,,,"{""type"":""Point"",""coordinates"":[-120.62953694767509,45.68581794330292]}"
00000000000000000a07,0,,,"{""type"":""Point"",""coordinates"":[-120.56744842460692,45.63632638071073]}"
00000000000000000a08,0,,,"{""type"":""Point"",""coordinates"":[-120.52024438085515,45.61730831471778]}"
00000000000000000a09,0,,,"{""type"":""Point"",""coordinates"":[-120.53746542912356,45.67873689083005]}"
00000000000000000a0a,0,,,"{""type"":""Point"",""coordinates"":[-120.54901004175095,45.687655092936936]}"
00000000000000000a0b,0,,,"{""type"":""Point"",""coordinates"":[-120.55645228140912,45.70611131219715]}"
00000000000000000a0c,0,,,"{""type"":""Point"",""coordinates"":[-120.58005430328501,45.70611131219715]}"
00000000000000000a0d,0,,,"{""type"":""Point"",""coordinates"":[-120.56491565520857,45.72169587037895]}"
00000000000000000a0e,0,,,"{""type"":""Point"",""coordinates"":[-120.5882635083244,45.72814373050224]}"
00000000000000000a0f,0,,,"{""type"":""Point"",""coordinates"":[-120.55311687382115,45.677256469280316]}"
00000000000000000a10,0,,,"{""type"":""Point"",""coordinates"":[-120.6061578808519,45.713455451632186]}"
00000000000000000a11,0,,,"{""type"":""Point"",""coordinates"":[-120.64595089865284,45.722476213063295]}"
00000000000000000a12,0,,,"{""type"":""Point"",""coordinates"":[-120.67704866939954,45.71636278551903]}"
00000000000000000a13,0,,,"{""type"":""Point"",""coordinates"":[-120.67617468559308,45.715742970472604]}"
00000000000000000a14,0,,,"{""type"":""Point"",""coordinates"":[-120.67951009318107,45.714427535661834]}"
00000000000000000a15,0,,,"{""type"":""Point"",""coordinates"":[-120.67904634667153,45.71566716575469]}"
00000000000000000a16,0,,,"{""type"":""Point"",""coordinates"":[-120.67696394647955,45.71709853719285]}"
00000000000000000a20,0,,,"{""type"":""Point"",""coordinates"":[-120.36966053828027,45.69643506291118]}"
00000000000000000a21,0,,,"{""type"":""Point"",""coordinates"":[-120.36053275842386,45.69955643364859]}"
00000000000000000a22,0,,,"{""type"":""Point"",""coordinates"":[-120.341104455134,45.70141141968683]}"
00000000000000000a23,0,,,"{""type"":""Point"",""coordinates"":[-120.21166566975458,45.71976507962281]}"
00000000000000000a24,0,,,"{""type"":""Point"",""coordinates"":[-120.19864063557749,45.72491980044058]}"
00000000000000000a25,0,,,"{""type"":""Point"",""coordinates"":[-120.19608557067387,45.72732771500945]}"
00000000000000000a26,0,,,"{""type"":""Point"",""coordinates"":[-120.19311580937227,45.72994966642887]}"
00000000000000000a27,0,,,"{""type"":""Point"",""coordinates"":[-120.18855414899457,45.734199189732806]}"
00000000000000000a28,0,,,"{""type"":""Point"",""coordinates"":[-120.184251116478,45.7385111404515]}"
00000000000000000a29,0,,,"{""type"":""Point"",""coordinates"":[-120.17921679138865,45.7431842783555]}"
00000000000000000a2a,0,,,"{""type"":""Point"",""coordinates"":[-120.1734110418171,45.74565016123807]}"
00000000000000000a2b,0,,,"{""type"":""Point"",""coordinates"":[-120.12899839532474,45.76042316302812]}"
00000000000000000a2c,0,,,"{""type"":""Point"",""coordinates"":[-119.70424672447878,46.6414389718648]}"
00000000000000000a2d,0,,,"{""type"":""Point"",""coordinates"":[-119.70213311057944,46.62492246156284]}"
00000000000000000a2e,0,,,"{""type"":""Point"",""coordinates"":[-119.72573513245533,46.661206166834724]}"
00000000000000000a2f,0,,,"{""type"":""Point"",""coordinates"":[-119.72008991052164,46.67916296677695]}"
00000000000000000a30,0,,,"{""type"":""Point"",""coordinates"":[-119.70469709368516,46.666485742482]}"
00000000000000000a31,0,,,"{""type"":""Point"",""coordinates"":[-119.64927938579292,46.66191070480117]}"
00000000000000000a32,0,,,"{""type"":""Point"",""coordinates"":[-119.69032987009095,46.5787395519523]}"
00000000000000000a33,0,,,"{""type"":""Point"",""coordinates"":[-119.79602840146183,46.57133298510253]}"
00000000000000000a34,0,,,"{""type"":""Point"",""coordinates"":[-119.80064803015321,46.6030684072999]}"
00000000000000000a35,0,,,"{""type"":""Point"",""coordinates"":[-119.77242637958598,46.60236386933345]}"
00000000000000000a36,0,,,"{""type"":""Point"",""coordinates"":[-119.909427800352,46.605891018266725]}"
00000000000000000a37,0,,,"{""type"":""Point"",""coordinates"":[-119.88685137171841,46.60342067628312]}"
00000000000000000a38,0,,,"{""type"":""Point"",""coordinates"":[-119.71752592741592,46.558985734285535]}"
00000000000000000a39,0,,,"{""type"":""Point"",""coordinates"":[-119.6990518717515,46.61329312601545]}"
00000000000000000a3a,0,,,"{""type"":""Point"",""coordinates"":[-119.72983750542451,46.67106523926389]}"
00000000000000000a3b,0,,,"{""type"":""Point"",""coordinates"":[-119.5133080173702,46.708900711702384]}"
00000000000000000a3c,0,,,"{""type"":""Point"",""coordinates"":[-119.30600886849656,46.40582007220072]}"
00000000000000000a3d,0,,,"{""type"":""Point"",""coordinates"":[-119.30600886849656,46.49703098424895]}"
00000000000000000a3e,0,,,"{""type"":""Point"",""coordinates"":[-119.28240684662069,46.39980474487963]}"
00000000000000000a3f,0,,,"{""type"":""Point"",""coordinates"":[-119.29831246007834,46.332004113361975]}"
00000000000000000a40,0,,,"{""type"":""Point"",""coordinates"":[-119.73035030204562,45.891984480508995]}"
00000000000000000a41,0,,,"{""type"":""Point"",""coordinates"":[-119.77037519310136,45.90912526495844]}"
00000000000000000a42,0,,,"{""type"":""Point"",""coordinates"":[-119.77088798972248,45.887342556312355]}"
00000000000000000a43,0,,,"{""type"":""Point"",""coordinates"":[-119.82784408747818,45.898414504228064]}"
00000000000000000a44,0,,,"{""type"":""Point"",""coordinates"":[-119.8576041279089,45.891627752424725]}"
00000000000000000a45,0,,,"{""type"":""Point"",""coordinates"":[-119.95458065761923,45.87019731276185]}"
00000000000000000a46,0,,,"{""type"":""Point"",""coordinates"":[-119.93405541547021,45.85554916580129]}"
00000000000000000a47,0,,,"{""type"":""Point"",""coordinates"":[-119.95714909982603,45.840892100638605]}"
00000000000000000a48,0,,,"{""type"":""Point"",""coordinates"":[-119.99049871660472,45.854474522447404]}"
00000000000000000a49,0,,,"{""type"":""Point"",""coordinates"":[-120.03616437049305,45.835532261172375]}"
00000000000000000a4a,0,,,"{""type"":""Point"",""coordinates"":[-120.07413807506421,45.82694849164449]}"
00000000000000000a4b,0,,,"{""type"":""Point"",""coordinates"":[-120.14135456434386,45.832491154253916]}"
00000000000000000a4c,0,,,"{""type"":""Point"",""coordinates"":[-120.21264221288529,45.7999753893722]}"
00000000000000000a4d,0,,,"{""type"":""Point"",""coordinates"":[-120.20670269028209,45.795311169670285]}"
00000000000000000a4e,0,,,"{""type"":""Point"",""coordinates"":[-120.20472730851543,45.78950096099764]}"
00000000000000000a4f,0,,,"{""type"":""Point"",""coordinates"":[-120.20524902333868,45.78241990852477]}"
00000000000000000a50,0,,,"{""type"":""Point"",""coordinates"":[-120.20247100338241,45.776712259176364]}"
00000000000000000a51,0,,,"{""type"":""Point"",""coordinates"":[-120.20076316767894,45.77977120249903]}"
00000000000000000a52,0,,,"{""type"":""Point"",""coordinates"":[-120.20234168945181,45.77300228709989]}"
00000000000000000a53,0,,,"{""type"":""Point"",""coordinates"":[-120.19872535849747,45.76757556111785]}"
00000000000000000a54,0,,,"{""type"":""Point"",""coordinates"":[-120.20124029149164,45.76391018005192]}"
00000000000000000a55,0,,,"{""type"":""Point"",""coordinates"":[-120.20230601664339,45.762175589742135]}"
00000000000000000a5a,0,,,"{""type"":""Point"",""coordinates"":[-120.43652921767776,45.767860943585276]}"
00000000000000000a65,0,,,"{""type"":""Point"",""coordinates"":[-120.39089477749678,45.70782806610273]}"
00000000000000000a66,0,,,"{""type"":""Point"",""coordinates"":[-120.40124881014289,45.70641007196773]}"
00000000000000000a67,0,,,"{""type"":""Point"",""coordinates"":[-120.40524416468676,45.70596416186239]}"
00000000000000000a68,0,,,"{""type"":""Point"",""coordinates"":[-120.41048360842458,45.705861602538164]}"
00000000000000000a69,0,,,"{""type"":""Point"",""coordinates"":[-120.41700281416472,45.705736747708656]}"
00000000000000000a6a,0,,,"{""type"":""Point"",""coordinates"":[-120.42898887779639,45.705246246592786]}"
00000000000000000a6d,0,,,"{""type"":""Point"",""coordinates"":[-120.43540552421227,45.70448374031264]}"
00000000000000000a6e,0,,,"{""type"":""Point"",""coordinates"":[-120.4320522802201,45.70468439986005]}"
00000000000000000a6f,0,,,"{""type"":""Point"",""coordinates"":[-120.44180433422397,45.70413147132942]}"
00000000000000000a73,0,,,"{""type"":""Point"",""coordinates"":[-120.47394999371826,45.702222976078545]}"
00000000000000000a74,0,,,"{""type"":""Point"",""coordinates"":[-120.47190326633475,45.70261537697125]}"
00000000000000000a75,0,,,"{""type"":""Point"",""coordinates"":[-120.53395165749343,45.81292015973035]}"
00000000000000000a81,0,,,"{""type"":""Point"",""coordinates"":[-120.65411997178276,45.75462187255759]}"
00000000000000000a82,0,,,"{""type"":""Point"",""coordinates"":[-120.65641194972422,45.753034432582574]}"
00000000000000000a83,0,,,"{""type"":""Point"",""coordinates"":[-120.66075511415029,45.753640870325825]}"
00000000000000000a84,0,,,"{""type"":""Point"",""coordinates"":[-120.65853894092672,45.75107242811905]}"
00000000000000000a85,0,,,"{""type"":""Point"",""coordinates"":[-120.65058836374844,45.75667305904217]}"
00000000000000000a86,0,,,"{""type"":""Point"",""coordinates"":[-120.64778804828686,45.757774457002384]}"
00000000000000000a87,0,,,"{""type"":""Point"",""coordinates"":[-120.64602670337075,45.75584812534729]}"
00000000000000000a88,0,,,"{""type"":""Point"",""coordinates"":[-120.6433244881324,45.75652144960636]}"
00000000000000000a89,0,,,"{""type"":""Point"",""coordinates"":[-120.63882079606837,45.7596116066364]}"
00000000000000000a9c,0,,,"{""type"":""Point"",""coordinates"":[-120.71862978672294,45.71449442217763]}"
00000000000000000a9d,0,,,"{""type"":""Point"",""coordinates"":[-120.72710207872449,45.71142656065286]}"
00000000000000000a9e,0,,,"{""type"":""Point"",""coordinates"":[-120.74051951379433,45.70698529600364]}"
00000000000000000a9f,0,,,"{""type"":""Point"",""coordinates"":[-120.74513468338463,45.704934109519044]}"
00000000000000000aa0,0,,,"{""type"":""Point"",""coordinates"":[-120.75205966732062,45.703168305501876]}"
00000000000000000aa1,0,,,"{""type"":""Point"",""coordinates"":[-120.75705386050049,45.70047946756665]}"
00000000000000000aa2,0,,,"{""type"":""Point"",""coordinates"":[-120.76232897704672,45.69960994286123]}"
00000000000000000aa3,0,,,"{""type"":""Point"",""coordinates"":[-120.77253585935809,45.697242160201846]}"
00000000000000000aa4,0,,,"{""type"":""Point"",""coordinates"":[-120.78296123762102,45.69237728095254]}"
00000000000000000aa5,0,,,"{""type"":""Point"",""coordinates"":[-120.79176796220156,45.69025474885111]}"
00000000000000000aa8,0,,,"{""type"":""Point"",""coordinates"":[-120.82765926658075,45.68522488286281]}"
00000000000000000aa9,0,,,"{""type"":""Point"",""coordinates"":[-120.85203271293886,45.67778264320461]}"
00000000000000000aaa,0,,,"{""type"":""Point"",""coordinates"":[-120.85895323777386,45.67543269694944]}"
00000000000000000aab,0,,,"{""type"":""Point"",""coordinates"":[-120.85510949266578,45.67733673309927]}"
00000000000000000aac,0,,,"{""type"":""Point"",""coordinates"":[-120.87171072588777,45.669145364464086]}"
00000000000000000aad,0,,,"{""type"":""Point"",""coordinates"":[-120.8782968181437,45.66819111683865]}"
00000000000000000aae,0,,,"{""type"":""Point"",""coordinates"":[-120.88494979691542,45.6644410128527]}"
00000000000000000aaf,0,,,"{""type"":""Point"",""coordinates"":[-120.85614846321126,45.69367933846016]}"
00000000000000000ab0,0,,,"{""type"":""Point"",""coordinates"":[-120.80817299497721,45.75153171552755]}"
00000000000000000ab1,0,,,"{""type"":""Point"",""coordinates"":[-120.79508553338533,45.73398515288224]}"
00000000000000000ab2,0,,,"{""type"":""Point"",""coordinates"":[-120.76660971405803,45.76495806879948]}"
00000000000000000ab3,0,,,"{""type"":""Point"",""coordinates"":[-120.78148973427336,45.74383530710931]}"
00000000000000000ab4,0,,,"{""type"":""Point"",""coordinates"":[-120.7481356583936,45.7706835545521]}"
00000000000000000ab5,0,,,"{""type"":""Point"",""coordinates"":[-120.75147106598159,45.72718056467468]}"
00000000000000000ab6,0,,,"{""type"":""Point"",""coordinates"":[-120.78892751483053,45.69923537837274]}"
00000000000000000ab7,0,,,"{""type"":""Point"",""coordinates"":[-120.81817475864007,45.70908999170086]}"
00000000000000000ab8,0,,,"{""type"":""Point"",""coordinates"":[-120.70041881802067,45.748668972651245]}"
00000000000000000ab9,0,,,"{""type"":""Point"",""coordinates"":[-120.6783551860082,45.75457728154706]}"
00000000000000000aba,0,,,"{""type"":""Point"",""coordinates"":[-120.68912837415334,45.761377410653566]}"
00000000000000000abb,0,,,"{""type"":""Point"",""coordinates"":[-120.6875899842899,45.78070761372025]}"
00000000000000000abc,0,,,"{""type"":""Point"",""coordinates"":[-120.67784238938705,45.77122310577957]}"
00000000000000000abd,0,,,"{""type"":""Point"",""coordinates"":[-120.65115912868323,45.79197576208231]}"
00000000000000000abe,0,,,"{""type"":""Point"",""coordinates"":[-120.64910794219867,45.775873948178315]}"
00000000000000000abf,0,,,"{""type"":""Point"",""coordinates"":[-120.65808857172033,45.77014846242569]}"
00000000000000000ac0,0,,,"{""type"":""Point"",""coordinates"":[-120.6375633295713,45.796091512354636]}"
00000000000000000ac1,0,,,"{""type"":""Point"",""coordinates"":[-120.63858892281361,45.77927178318103]}"
00000000000000000ac2,0,,,"{""type"":""Point"",""coordinates"":[-120.62396307135829,45.80092071879552]}"
00000000000000000ac3,0,,,"{""type"":""Point"",""coordinates"":[-120.62498866460056,45.783387533453364]}"
00000000000000000ac4,0,,,"{""type"":""Point"",""coordinates"":[-120.62550592032278,45.764061789487734]}"
00000000000000000ac5,0,,,"{""type"":""Point"",""coordinates"":[-120.57573343436421,45.757979575650836]}"
00000000000000000ac6,0,,,"{""type"":""Point"",""coordinates"":[-120.56675280484258,45.76298714613386]}"
00000000000000000ac7,0,,,"{""type"":""Point"",""coordinates"":[-120.5513599880061,45.757979575650836]}"
00000000000000000ac8,0,,,"{""type"":""Point"",""coordinates"":[-120.55084719138495,45.772476113175586]}"
00000000000000000ac9,0,,,"{""type"":""Point"",""coordinates"":[-120.56008198966663,45.78159943393094]}"
00000000000000000aca,0,,,"{""type"":""Point"",""coordinates"":[-120.56521441497917,45.78946974729026]}"
00000000000000000acb,0,,,"{""type"":""Point"",""coordinates"":[-120.53930257875757,45.78946974729026]}"
00000000000000000acc,0,,,"{""type"":""Point"",""coordinates"":[-120.5277579661302,45.780346426534926]}"
00000000000000000acd,0,,,"{""type"":""Point"",""coordinates"":[-120.5349415779273,45.79787961187708]}"
00000000000000000ace,0,,,"{""type"":""Point"",""coordinates"":[-120.54776595255699,45.80557156119426]}"
00000000000000000acf,0,,,"{""type"":""Point"",""coordinates"":[-120.51723894674514,45.81790989380915]}"
00000000000000000ad0,0,,,"{""type"":""Point"",""coordinates"":[-120.51415770791718,45.795551961127174]}"
00000000000000000ad1,0,,,"{""type"":""Point"",""coordinates"":[-120.49620090797495,45.75744002442336]}"
00000000000000000ad2,0,,,"{""type"":""Point"",""coordinates"":[-120.50954253832687,45.777662047700744]}"
00000000000000000ad3,0,,,"{""type"":""Point"",""coordinates"":[-120.48132088775962,45.783209169411236]}"
00000000000000000ad4,0,,,"{""type"":""Point"",""coordinates"":[-120.46528596037143,45.76951972917715]}"
00000000000000000ad5,0,,,"{""type"":""Point"",""coordinates"":[-120.47785616624108,45.76119904661141]}"
00000000000000000ad6,0,,,"{""type"":""Point"",""coordinates"":[-120.45553390636753,45.63424398051876]}"
00000000000000000ad7,0,,,"{""type"":""Point"",""coordinates"":[-120.42859647690368,45.6455433425882]}"
00000000000000000ad8,0,,,"{""type"":""Point"",""coordinates"":[-120.40037482633639,45.643394055880435]}"
00000000000000000ad9,0,,,"{""type"":""Point"",""coordinates"":[-120.42962207014595,45.63209023470995]}"
00000000000000000ada,0,,,"{""type"":""Point"",""coordinates"":[-120.33264554043562,45.62025132141306]}"
00000000000000000adb,0,,,"{""type"":""Point"",""coordinates"":[-120.30211407552267,45.65379267953708]}"
00000000000000000adc,0,,,"{""type"":""Point"",""coordinates"":[-120.39781084323067,45.6769220367013]}"
00000000000000000add,0,,,"{""type"":""Point"",""coordinates"":[-120.36215141210627,45.68875203179609]}"
00000000000000000ade,0,,,"{""type"":""Point"",""coordinates"":[-120.32341074215392,45.680328789906135]}"
00000000000000000adf,0,,,"{""type"":""Point"",""coordinates"":[-120.27132844184969,45.69161923377345]}"
00000000000000000ae0,0,,,"{""type"":""Point"",""coordinates"":[-120.24849784445603,45.67871459532479]}"
00000000000000000ae1,0,,,"{""type"":""Point"",""coordinates"":[-120.3128917227689,45.68857366775395]}"
00000000000000000ae2,0,,,"{""type"":""Point"",""coordinates"":[-119.93248135279836,45.71907837806057]}"
00000000000000000ae3,0,,,"{""type"":""Point"",""coordinates"":[-119.90394310605627,45.72991399362045]}"
00000000000000000ae4,0,,,"{""type"":""Point"",""coordinates"":[-119.94293794476866,45.72847816308125]}"
00000000000000000ae5,0,,,"{""type"":""Point"",""coordinates"":[-119.92113294061731,45.80847443598006]}"
00000000000000000ae6,0,,,"{""type"":""Point"",""coordinates"":[-119.10843055991943,45.99324174723064]}"
00000000000000000ae7,0,,,"{""type"":""Point"",""coordinates"":[-119.09378687205994,46.00375630751467]}"
00000000000000000ae8,0,,,"{""type"":""Point"",""coordinates"":[-119.19141888962508,45.97458486842303]}"
00000000000000000ae9,0,,,"{""type"":""Point"",""coordinates"":[-119.1640846001675,45.98238829526655]}"
00000000000000000aea,0,,,"{""type"":""Point"",""coordinates"":[-119.15041299633762,45.970513709161224]}"
00000000000000000aeb,0,,,"{""type"":""Point"",""coordinates"":[-119.12161166263341,45.95694020555454]}"
00000000000000000aec,0,,,"{""type"":""Point"",""coordinates"":[-119.2070435797164,45.94743786120965]}"
00000000000000000aed,0,,,"{""type"":""Point"",""coordinates"":[-119.22461689696799,45.934198790181966]}"
00000000000000000aee,0,,,"{""type"":""Point"",""coordinates"":[-119.12356474889482,45.932160981000536]}"
00000000000000000aef,0,,,"{""type"":""Point"",""coordinates"":[-119.1465068238148,45.95388572133293]}"
00000000000000000af0,0,,,"{""type"":""Point"",""coordinates"":[-119.07865268308451,45.97458486842302]}"
00000000000000000af1,0,,,"{""type"":""Point"",""coordinates"":[-119.05229047765654,46.00646744095516]}"
00000000000000000af2,0,,,"{""type"":""Point"",""coordinates"":[-119.03374061727422,46.059339002145876]}"
00000000000000000af3,0,,,"{""type"":""Point"",""coordinates"":[-119.00737841184622,46.05323895190475]}"
00000000000000000af4,0,,,"{""type"":""Point"",""coordinates"":[-118.97320832047367,46.27537352998321]}"
00000000000000000af5,0,,,"{""type"":""Point"",""coordinates"":[-118.9258526672861,46.25748807565785]}"
00000000000000000af6,0,,,"{""type"":""Point"",""coordinates"":[-118.95514450210617,46.25445142784044]}"
00000000000000000af7,0,,,"{""type"":""Point"",""coordinates"":[-118.94147289827632,46.19872604197553]}"
00000000000000000af8,0,,,"{""type"":""Point"",""coordinates"":[-118.94733215706054,46.210890469649335]}"
00000000000000000af9,0,,,"{""type"":""Point"",""coordinates"":[-118.9776005350113,46.216968224385184]}"
00000000000000000afa,0,,,"{""type"":""Point"",""coordinates"":[-118.98053016440345,46.232503732455385]}"
00000000000000000afb,0,,,"{""type"":""Point"",""coordinates"":[-118.94537907079912,46.24061037817055]}"
00000000000000000afc,0,,,"{""type"":""Point"",""coordinates"":[-118.90242009125025,46.18656161430172]}"
00000000000000000afd,0,,,"{""type"":""Point"",""coordinates"":[-118.86922654300837,46.176421618506204]}"
00000000000000000afe,0,,,"{""type"":""Point"",""coordinates"":[-118.8828936877372,46.15478160109382]}"
00000000000000000aff,0,,,"{""type"":""Point"",""coordinates"":[-118.9746709056192,46.12095486050239]}"
00000000000000000b00,0,,,"{""type"":""Point"",""coordinates"":[-119.2685524196476,46.24263481004882]}"
00000000000000000b01,0,,,"{""type"":""Point"",""coordinates"":[-119.2500025592653,46.256136968038646]}"
00000000000000000b02,0,,,"{""type"":""Point"",""coordinates"":[-119.52435766978064,46.76680213888138]}"
00000000000000000b03,0,,,"{""type"":""Point"",""coordinates"":[-119.68642815666917,46.64494828439386]}"
00000000000000000b04,0,,,"{""type"":""Point"",""coordinates"":[-119.70790764644362,46.68783145922487]}"
00000000000000000b07,0,,,"{""type"":""Point"",""coordinates"":[-119.94211301107377,46.62458356988277]}"
00000000000000000b08,0,,,"{""type"":""Point"",""coordinates"":[-119.92593985155293,46.60928439416841]}"
00000000000000000b09,0,,,"{""type"":""Point"",""coordinates"":[-119.92179288757323,46.618505815146925]}"
00000000000000000b0a,0,,,"{""type"":""Point"",""coordinates"":[-119.89628237044646,46.610961016164495]}"
00000000000000000b0b,0,,,"{""type"":""Point"",""coordinates"":[-119.87700121749137,46.58010403687466]}"
00000000000000000b0c,0,,,"{""type"":""Point"",""coordinates"":[-119.887983983386,46.5933564852055]}"
00000000000000000b0d,0,,,"{""type"":""Point"",""coordinates"":[-119.84795463322922,46.6049278524392]}"
00000000000000000b0e,0,,,"{""type"":""Point"",""coordinates"":[-119.78315051761946,46.60023241902991]}"
00000000000000000b0f,0,,,"{""type"":""Point"",""coordinates"":[-119.81597841957496,46.606519751515265]}"
00000000000000000b14,0,,,"{""type"":""Point"",""coordinates"":[-119.81932274536501,46.61938871715551]}"
00000000000000000b15,0,,,"{""type"":""Point"",""coordinates"":[-119.8727249395811,46.6235758130447]}"
00000000000000000b16,0,,,"{""type"":""Point"",""coordinates"":[-119.92051312557088,46.6357402407185]}"
00000000000000000b17,0,,,"{""type"":""Point"",""coordinates"":[-119.92252863924703,46.634184014450845]}"
00000000000000000b18,0,,,"{""type"":""Point"",""coordinates"":[-119.9253690866181,46.636400187674404]}"
00000000000000000b19,0,,,"{""type"":""Point"",""coordinates"":[-119.92907905869455,46.63749712653355]}"
00000000000000000b1a,0,,,"{""type"":""Point"",""coordinates"":[-119.92788401961222,46.63836665123898]}"
00000000000000000b1b,0,,,"{""type"":""Point"",""coordinates"":[-119.9257213556013,46.63888836606223]}"
00000000000000000b1c,0,,,"{""type"":""Point"",""coordinates"":[-119.92251972104496,46.63762644046411]}"
00000000000000000b1d,0,,,"{""type"":""Point"",""coordinates"":[-119.91952320513701,46.63342596727176]}"
00000000000000000b1e,0,,,"{""type"":""Point"",""coordinates"":[-119.91568837823107,46.633925386589745]}"
00000000000000000b1f,0,,,"{""type"":""Point"",""coordinates"":[-119.90951698237308,46.63243158773684]}"
00000000000000000b22,0,,,"{""type"":""Point"",""coordinates"":[-119.89278643522059,46.62432494202167]}"
00000000000000000b23,0,,,"{""type"":""Point"",""coordinates"":[-119.89544405944841,46.62778966354021]}"
00000000000000000b24,0,,,"{""type"":""Point"",""coordinates"":[-119.89190799231302,46.6267462338937]}"
00000000000000000b25,0,,,"{""type"":""Point"",""coordinates"":[-119.8694697958121,46.61996840029245]}"
00000000000000000b26,0,,,"{""type"":""Point"",""coordinates"":[-119.85454072548515,46.620342964780946]}"
00000000000000000b2a,0,,,"{""type"":""Point"",""coordinates"":[-119.8146808211684,46.620454442307285]}"
00000000000000000b2d,0,,,"{""type"":""Point"",""coordinates"":[-119.18897976134889,46.35066991037171]}"
00000000000000000b2e,0,,,"{""type"":""Point"",""coordinates"":[-119.04276583780639,46.20316730662476]}"
00000000000000000b30,0,,,"{""type"":""Point"",""coordinates"":[-118.93702271542497,45.99820918580418]}"
00000000000000000b34,0,,,"{""type"":""Point"",""coordinates"":[-120.71110728324577,45.70233891270594]}"
00000000000000000b35,0,,,"{""type"":""Point"",""coordinates"":[-118.90003447218663,46.121387393304566]}"
00000000000000000b36,0,,,"{""type"":""Point"",""coordinates"":[-118.86879401020622,46.1172850203354]}"
00000000000000000b37,0,,,"{""type"":""Point"",""coordinates"":[-118.8507301918387,46.13014506777354]}"
