system:index,Presence,.geo
00000000000000000016,0,"{""type"":""Point"",""coordinates"":[-121.0208587379234,47.84116456939547]}"
00000000000000000017,0,"{""type"":""Point"",""coordinates"":[-120.04629544808648,48.12990473990925]}"
00000000000000000018,0,"{""type"":""Point"",""coordinates"":[-120.59212508983668,47.99543608854154]}"
00000000000000000019,0,"{""type"":""Point"",""coordinates"":[-120.16779257448972,47.852651213709144]}"
0000000000000000001a,0,"{""type"":""Point"",""coordinates"":[-121.72779570073462,48.21358423027822]}"
0000000000000000001b,0,"{""type"":""Point"",""coordinates"":[-120.4874521517081,48.21251404602538]}"
0000000000000000001c,0,"{""type"":""Point"",""coordinates"":[-121.19413940486031,48.14634990459436]}"
0000000000000000001d,0,"{""type"":""Point"",""coordinates"":[-120.83183744426785,48.13044429113671]}"
0000000000000000001e,0,"{""type"":""Point"",""coordinates"":[-120.51019356708068,47.784105912315574]}"
0000000000000000001f,0,"{""type"":""Point"",""coordinates"":[-120.78513281983403,47.8921945218511]}"
00000000000000000020,0,"{""type"":""Point"",""coordinates"":[-120.32803928904741,47.93289719626696]}"
00000000000000000021,0,"{""type"":""Point"",""coordinates"":[-121.3020897822632,48.21562203945964]}"
00000000000000000023,0,"{""type"":""Point"",""coordinates"":[-120.1703030483828,47.80774360699989]}"
00000000000000000024,0,"{""type"":""Point"",""coordinates"":[-121.31406246859167,47.90472905491234]}"
00000000000000000025,0,"{""type"":""Point"",""coordinates"":[-121.59837029265834,47.846314831112196]}"
00000000000000000026,0,"{""type"":""Point"",""coordinates"":[-120.96932490704873,48.281630112353795]}"
00000000000000000027,0,"{""type"":""Point"",""coordinates"":[-120.08406403400919,48.02314494248765]}"
00000000000000000028,0,"{""type"":""Point"",""coordinates"":[-120.24589372944082,47.96185459850803]}"
00000000000000000029,0,"{""type"":""Point"",""coordinates"":[-121.73039535664874,48.15342649796617]}"
0000000000000000002a,0,"{""type"":""Point"",""coordinates"":[-120.24448465350793,47.99103495580179]}"
0000000000000000002b,0,"{""type"":""Point"",""coordinates"":[-120.73617634936825,48.217298661455736]}"
0000000000000000002c,0,"{""type"":""Point"",""coordinates"":[-120.3147065768976,48.22184694453025]}"
0000000000000000002d,0,"{""type"":""Point"",""coordinates"":[-120.7287965371248,47.96562699799925]}"
0000000000000000002e,0,"{""type"":""Point"",""coordinates"":[-121.73721778126054,48.27921327958284]}"
0000000000000000002f,0,"{""type"":""Point"",""coordinates"":[-120.62525175156273,47.80823856721682]}"
00000000000000000031,0,"{""type"":""Point"",""coordinates"":[-121.41832962852443,47.92710928309958]}"
00000000000000000033,0,"{""type"":""Point"",""coordinates"":[-121.41612237350296,48.17184704441796]}"
00000000000000000035,0,"{""type"":""Point"",""coordinates"":[-121.63492154399343,48.05835846350671]}"
00000000000000000036,0,"{""type"":""Point"",""coordinates"":[-119.98102312686613,48.012389590746736]}"
00000000000000000037,0,"{""type"":""Point"",""coordinates"":[-120.10211893417457,47.97529432908312]}"
00000000000000000038,0,"{""type"":""Point"",""coordinates"":[-120.45956493371986,47.8112484604279]}"
00000000000000000039,0,"{""type"":""Point"",""coordinates"":[-120.91927149772384,48.23205828594264]}"
0000000000000000003a,0,"{""type"":""Point"",""coordinates"":[-121.49549437225427,47.933467961201806]}"
0000000000000000003b,0,"{""type"":""Point"",""coordinates"":[-120.63366607525062,47.9358624984675]}"
0000000000000000003c,0,"{""type"":""Point"",""coordinates"":[-120.8384681275343,47.93788693034576]}"
0000000000000000003d,0,"{""type"":""Point"",""coordinates"":[-120.81508014250898,48.23239271852165]}"
0000000000000000003e,0,"{""type"":""Point"",""coordinates"":[-120.64188865759316,48.03273200975256]}"
0000000000000000003f,0,"{""type"":""Point"",""coordinates"":[-120.84292276948672,47.901242037888544]}"
00000000000000000040,0,"{""type"":""Point"",""coordinates"":[-120.14272350836725,47.88545682015935]}"
00000000000000000042,0,"{""type"":""Point"",""coordinates"":[-121.49621228752389,47.94015215368093]}"
00000000000000000043,0,"{""type"":""Point"",""coordinates"":[-120.80189012159289,48.21317845208236]}"
00000000000000000045,0,"{""type"":""Point"",""coordinates"":[-121.65142913609328,47.99565012539211]}"
00000000000000000047,0,"{""type"":""Point"",""coordinates"":[-120.27978289744702,48.216313200122926]}"
00000000000000000048,0,"{""type"":""Point"",""coordinates"":[-120.43479908646901,47.79208324410019]}"
00000000000000000049,0,"{""type"":""Point"",""coordinates"":[-119.98516117264376,47.8958732802202]}"
0000000000000000004a,0,"{""type"":""Point"",""coordinates"":[-121.07361436248671,47.81556932934868]}"
0000000000000000004b,0,"{""type"":""Point"",""coordinates"":[-120.78075398259956,48.28419409545953]}"
0000000000000000004c,0,"{""type"":""Point"",""coordinates"":[-121.62238701093221,48.291841453766196]}"
0000000000000000004d,0,"{""type"":""Point"",""coordinates"":[-120.65030298128099,48.05314577437523]}"
0000000000000000004e,0,"{""type"":""Point"",""coordinates"":[-119.97972552845961,48.01828006323834]}"
0000000000000000004f,0,"{""type"":""Point"",""coordinates"":[-121.22600860008927,47.73149743808702]}"
00000000000000000050,0,"{""type"":""Point"",""coordinates"":[-120.7385842639371,47.79406754406898]}"
00000000000000000051,0,"{""type"":""Point"",""coordinates"":[-120.87561689841056,48.0838377669261]}"
00000000000000000052,0,"{""type"":""Point"",""coordinates"":[-120.85575606231852,47.90424747199856]}"
00000000000000000054,0,"{""type"":""Point"",""coordinates"":[-120.1580093067785,48.128598223300585]}"
00000000000000000056,0,"{""type"":""Point"",""coordinates"":[-121.22437656910374,47.832580799867586]}"
00000000000000000057,0,"{""type"":""Point"",""coordinates"":[-120.92429244550998,48.25459904176781]}"
00000000000000000058,0,"{""type"":""Point"",""coordinates"":[-121.25727135757502,48.00335545201246]}"
00000000000000000059,0,"{""type"":""Point"",""coordinates"":[-121.55467556143562,47.98625034037144]}"
0000000000000000005a,0,"{""type"":""Point"",""coordinates"":[-121.34781340446524,47.86409772611335]}"
0000000000000000005b,0,"{""type"":""Point"",""coordinates"":[-120.5602202217993,48.23072501472766]}"
0000000000000000005c,0,"{""type"":""Point"",""coordinates"":[-120.88882475573088,47.89601151235285]}"
0000000000000000005d,0,"{""type"":""Point"",""coordinates"":[-120.22354471496095,48.29336200722541]}"
0000000000000000005e,0,"{""type"":""Point"",""coordinates"":[-121.6933937361073,48.187034742605995]}"
0000000000000000005f,0,"{""type"":""Point"",""coordinates"":[-120.39037752177461,47.969194278842004]}"
00000000000000000060,0,"{""type"":""Point"",""coordinates"":[-121.63738296777493,47.963562434211504]}"
00000000000000000061,0,"{""type"":""Point"",""coordinates"":[-120.70927013361178,47.77084454578263]}"
00000000000000000062,0,"{""type"":""Point"",""coordinates"":[-121.32418908708405,48.13109086078946]}"
00000000000000000064,0,"{""type"":""Point"",""coordinates"":[-120.26661071293515,47.847581215811374]}"
00000000000000000065,0,"{""type"":""Point"",""coordinates"":[-120.29014584829524,47.79764820221489]}"
00000000000000000067,0,"{""type"":""Point"",""coordinates"":[-120.31651251282423,48.16710256089709]}"
00000000000000000068,0,"{""type"":""Point"",""coordinates"":[-121.26675140641463,47.789532638297615]}"
00000000000000000069,0,"{""type"":""Point"",""coordinates"":[-120.90733448420373,48.027679848259005]}"
0000000000000000006a,0,"{""type"":""Point"",""coordinates"":[-121.85248554349212,48.218413436719096]}"
0000000000000000006b,0,"{""type"":""Point"",""coordinates"":[-120.04732104132877,48.18928658863799]}"
0000000000000000006f,0,"{""type"":""Point"",""coordinates"":[-120.40159662002506,48.149386552411755]}"
00000000000000000070,0,"{""type"":""Point"",""coordinates"":[-121.1223122050914,48.01886866457739]}"
00000000000000000071,0,"{""type"":""Point"",""coordinates"":[-120.42190782532349,47.83928282875091]}"
00000000000000000072,0,"{""type"":""Point"",""coordinates"":[-120.24552808315444,48.156779741958374]}"
00000000000000000073,0,"{""type"":""Point"",""coordinates"":[-120.75244315001123,48.108046226545255]}"
00000000000000000074,0,"{""type"":""Point"",""coordinates"":[-119.98315011806864,47.926360154122605]}"
00000000000000000075,0,"{""type"":""Point"",""coordinates"":[-120.16114405481902,48.06832901346221]}"
00000000000000000076,0,"{""type"":""Point"",""coordinates"":[-121.22127749387157,48.04685398278882]}"
00000000000000000077,0,"{""type"":""Point"",""coordinates"":[-121.54975717297368,47.91533279721743]}"
00000000000000000078,0,"{""type"":""Point"",""coordinates"":[-121.34330079419911,48.076957374000635]}"
00000000000000000079,0,"{""type"":""Point"",""coordinates"":[-121.4936260089129,48.046483877401386]}"
0000000000000000007a,0,"{""type"":""Point"",""coordinates"":[-120.69971873915529,48.072984314962014]}"
0000000000000000007b,0,"{""type"":""Point"",""coordinates"":[-120.85983613978243,48.18791764461458]}"
0000000000000000007c,0,"{""type"":""Point"",""coordinates"":[-121.81701339461195,48.18169273954397]}"
0000000000000000007d,0,"{""type"":""Point"",""coordinates"":[-121.79459303451526,48.28999984503111]}"
0000000000000000007f,0,"{""type"":""Point"",""coordinates"":[-121.72780907803775,48.067374765836774]}"
00000000000000000080,0,"{""type"":""Point"",""coordinates"":[-120.05767061487384,48.02875449161288]}"
00000000000000000081,0,"{""type"":""Point"",""coordinates"":[-120.23834001225629,47.999070255900094]}"
00000000000000000082,0,"{""type"":""Point"",""coordinates"":[-121.36471339745775,47.81102550537523]}"
00000000000000000083,0,"{""type"":""Point"",""coordinates"":[-121.50787729587972,48.129369647782845]}"
00000000000000000084,0,"{""type"":""Point"",""coordinates"":[-120.32561353807434,48.078330777125096]}"
00000000000000000086,0,"{""type"":""Point"",""coordinates"":[-121.47212868273422,48.039318102008494]}"
00000000000000000088,0,"{""type"":""Point"",""coordinates"":[-120.4872871649691,48.17440656842264]}"
0000000000000000008a,0,"{""type"":""Point"",""coordinates"":[-120.24062753109672,48.09754058446334]}"
0000000000000000008b,0,"{""type"":""Point"",""coordinates"":[-121.35240627855026,48.28310607480249]}"
0000000000000000008d,0,"{""type"":""Point"",""coordinates"":[-120.87386447169659,47.8338338072636]}"
0000000000000000008e,0,"{""type"":""Point"",""coordinates"":[-120.0010757043035,47.89889209163337]}"
0000000000000000008f,0,"{""type"":""Point"",""coordinates"":[-121.82669856210006,48.24997049487434]}"
00000000000000000090,0,"{""type"":""Point"",""coordinates"":[-121.14108947962744,48.25016669532069]}"
00000000000000000091,0,"{""type"":""Point"",""coordinates"":[-121.13993903155567,48.081501197974085]}"
00000000000000000092,0,"{""type"":""Point"",""coordinates"":[-121.41832071032229,47.969501956814696]}"
00000000000000000093,0,"{""type"":""Point"",""coordinates"":[-120.7423878771357,47.99373271193912]}"
00000000000000000094,0,"{""type"":""Point"",""coordinates"":[-121.3540784414453,48.114119522180054]}"
00000000000000000095,0,"{""type"":""Point"",""coordinates"":[-120.10414782515389,48.066558750343994]}"
00000000000000000096,0,"{""type"":""Point"",""coordinates"":[-121.58198309628695,47.955776843772185]}"
00000000000000000097,0,"{""type"":""Point"",""coordinates"":[-121.00225090922737,47.883789116365364]}"
00000000000000000098,0,"{""type"":""Point"",""coordinates"":[-121.48963511347006,48.20047001408003]}"
00000000000000000099,0,"{""type"":""Point"",""coordinates"":[-120.12589040189047,48.06106513784614]}"
0000000000000000009a,0,"{""type"":""Point"",""coordinates"":[-121.15761490813154,47.93426168118931]}"
0000000000000000009b,0,"{""type"":""Point"",""coordinates"":[-121.48901529842364,47.991561129726094]}"
0000000000000000009c,0,"{""type"":""Point"",""coordinates"":[-120.55564518411848,48.20900919259737]}"
0000000000000000009d,0,"{""type"":""Point"",""coordinates"":[-121.79925279511608,48.255967985791216]}"
0000000000000000009e,0,"{""type"":""Point"",""coordinates"":[-121.66300496242805,48.29321485689065]}"
0000000000000000009f,0,"{""type"":""Point"",""coordinates"":[-120.72001210804952,47.822204471716226]}"
000000000000000000a0,0,"{""type"":""Point"",""coordinates"":[-120.33125430090695,48.18971912144016]}"
000000000000000000a2,0,"{""type"":""Point"",""coordinates"":[-120.9389628879758,48.12798286735522]}"
000000000000000000a3,0,"{""type"":""Point"",""coordinates"":[-120.35859750856669,48.07497307403185]}"
000000000000000000a4,0,"{""type"":""Point"",""coordinates"":[-120.30276956337754,48.12071007353705]}"
000000000000000000a5,0,"{""type"":""Point"",""coordinates"":[-121.2867460155383,47.87595893491551]}"
000000000000000000a6,0,"{""type"":""Point"",""coordinates"":[-121.46118604874908,48.16049417313589]}"
000000000000000000a7,0,"{""type"":""Point"",""coordinates"":[-120.74520156990044,48.15468396446325]}"
000000000000000000a8,0,"{""type"":""Point"",""coordinates"":[-121.66894894413231,48.27414328168506]}"
000000000000000000a9,0,"{""type"":""Point"",""coordinates"":[-121.82658708457372,48.177741976010616]}"
000000000000000000aa,0,"{""type"":""Point"",""coordinates"":[-121.49738949020201,47.91859685918856]}"
000000000000000000ab,0,"{""type"":""Point"",""coordinates"":[-121.21729105752979,47.785269737690534]}"
000000000000000000ac,0,"{""type"":""Point"",""coordinates"":[-120.4032955375264,47.89940934735558]}"
000000000000000000ad,0,"{""type"":""Point"",""coordinates"":[-120.51977617524453,48.25854980530117]}"
000000000000000000ae,0,"{""type"":""Point"",""coordinates"":[-121.21606034563905,47.974491690893494]}"
000000000000000000af,0,"{""type"":""Point"",""coordinates"":[-120.85184543069464,48.10545994793426]}"
000000000000000000b0,0,"{""type"":""Point"",""coordinates"":[-120.00640878916342,48.05203099911187]}"
000000000000000000b1,0,"{""type"":""Point"",""coordinates"":[-120.65358933875739,47.80741809262298]}"
000000000000000000b2,0,"{""type"":""Point"",""coordinates"":[-120.67251822272927,47.82327019686798]}"
000000000000000000b3,0,"{""type"":""Point"",""coordinates"":[-120.95164903047286,47.894977000908455]}"
000000000000000000b4,0,"{""type"":""Point"",""coordinates"":[-121.17074696073391,48.23640590946975]}"
000000000000000000b5,0,"{""type"":""Point"",""coordinates"":[-120.78796434900299,48.10900493327175]}"
000000000000000000b6,0,"{""type"":""Point"",""coordinates"":[-120.03224482066709,47.822271358232015]}"
000000000000000000b7,0,"{""type"":""Point"",""coordinates"":[-120.50418269886062,47.92638690872893]}"
000000000000000000b9,0,"{""type"":""Point"",""coordinates"":[-121.26765660392846,47.95890713271171]}"
000000000000000000ba,0,"{""type"":""Point"",""coordinates"":[-120.1667714403485,48.280345891250406]}"
000000000000000000bb,0,"{""type"":""Point"",""coordinates"":[-120.22829365758288,48.01561352080839]}"
000000000000000000bc,0,"{""type"":""Point"",""coordinates"":[-120.6276195342221,48.24285376959303]}"
000000000000000000be,0,"{""type"":""Point"",""coordinates"":[-121.24122751198469,47.85088540969198]}"
000000000000000000bf,0,"{""type"":""Point"",""coordinates"":[-121.5357020864532,48.17721134298526]}"
000000000000000000c0,0,"{""type"":""Point"",""coordinates"":[-121.27400636382859,47.90517050591664]}"
000000000000000000c1,0,"{""type"":""Point"",""coordinates"":[-121.1968505383008,47.90847915889829]}"
000000000000000000c2,0,"{""type"":""Point"",""coordinates"":[-120.57297770991319,48.13850188674029]}"
000000000000000000c3,0,"{""type"":""Point"",""coordinates"":[-120.56475512757063,48.24676440121691]}"
000000000000000000c4,0,"{""type"":""Point"",""coordinates"":[-120.21188416570621,47.82780064353829]}"
000000000000000000c5,0,"{""type"":""Point"",""coordinates"":[-121.30756555835681,48.26504671553604]}"
000000000000000000c6,0,"{""type"":""Point"",""coordinates"":[-120.22493595448965,48.144454786646634]}"
000000000000000000c7,0,"{""type"":""Point"",""coordinates"":[-120.51264161355904,48.05170102563392]}"
000000000000000000c8,0,"{""type"":""Point"",""coordinates"":[-120.932635423581,48.12597627188117]}"
000000000000000000c9,0,"{""type"":""Point"",""coordinates"":[-120.39171971119167,47.90694076903485]}"
000000000000000000ca,0,"{""type"":""Point"",""coordinates"":[-120.25903470024532,48.1716419257695]}"
000000000000000000cb,0,"{""type"":""Point"",""coordinates"":[-120.84510772900288,47.810414608530905]}"
000000000000000000cc,0,"{""type"":""Point"",""coordinates"":[-121.18879294269722,47.742747750044856]}"
000000000000000000cd,0,"{""type"":""Point"",""coordinates"":[-121.800831316889,48.24278688307723]}"
000000000000000000ce,0,"{""type"":""Point"",""coordinates"":[-121.39407657789474,47.87681954141882]}"
000000000000000000cf,0,"{""type"":""Point"",""coordinates"":[-120.97190672655867,48.29120826141661]}"
000000000000000000d0,0,"{""type"":""Point"",""coordinates"":[-121.58835961079336,48.278299163866876]}"
000000000000000000d1,0,"{""type"":""Point"",""coordinates"":[-120.19817242996687,47.81685355045208]}"
000000000000000000d2,0,"{""type"":""Point"",""coordinates"":[-121.06250228266154,48.01105631953175]}"
000000000000000000d3,0,"{""type"":""Point"",""coordinates"":[-120.82553227537827,48.1793338750867]}"
000000000000000000d4,0,"{""type"":""Point"",""coordinates"":[-120.96908857469289,48.00365867088409]}"
000000000000000000d5,0,"{""type"":""Point"",""coordinates"":[-121.3304229103568,47.832063544145385]}"
000000000000000000d6,0,"{""type"":""Point"",""coordinates"":[-120.06164367391243,48.158175440588096]}"
000000000000000000d7,0,"{""type"":""Point"",""coordinates"":[-120.78043292732374,48.013847716791204]}"
000000000000000000d8,0,"{""type"":""Point"",""coordinates"":[-121.72163768217982,48.29891358803695]}"
000000000000000000d9,0,"{""type"":""Point"",""coordinates"":[-120.57247383149415,48.15592359455611]}"
000000000000000000da,0,"{""type"":""Point"",""coordinates"":[-120.89970942140233,48.155633752987626]}"
000000000000000000db,0,"{""type"":""Point"",""coordinates"":[-120.92793107196958,47.80680273667761]}"
000000000000000000dc,0,"{""type"":""Point"",""coordinates"":[-121.0559251086077,47.87777824814532]}"
000000000000000000dd,0,"{""type"":""Point"",""coordinates"":[-120.6737890665295,48.1658763081074]}"
000000000000000000de,0,"{""type"":""Point"",""coordinates"":[-120.77375319394564,48.20150452552442]}"
000000000000000000df,0,"{""type"":""Point"",""coordinates"":[-121.19953937623603,47.79213229421177]}"
000000000000000000e0,0,"{""type"":""Point"",""coordinates"":[-120.99423790463437,47.961533543232186]}"
000000000000000000e1,0,"{""type"":""Point"",""coordinates"":[-121.14653404201373,48.224344041120176]}"
000000000000000000e3,0,"{""type"":""Point"",""coordinates"":[-121.77071900747507,47.95352945684126]}"
000000000000000000e4,0,"{""type"":""Point"",""coordinates"":[-121.53833295607475,48.27224370463629]}"
000000000000000000e5,0,"{""type"":""Point"",""coordinates"":[-120.84524150203448,48.08210317661631]}"
000000000000000000e6,0,"{""type"":""Point"",""coordinates"":[-121.2497443949968,48.09153417534435]}"
000000000000000000e7,0,"{""type"":""Point"",""coordinates"":[-121.00960396686452,47.878460490606486]}"
000000000000000000e8,0,"{""type"":""Point"",""coordinates"":[-121.33293338424988,48.23279403761646]}"
000000000000000000e9,0,"{""type"":""Point"",""coordinates"":[-121.13204196359001,48.23981266267458]}"
000000000000000000ea,0,"{""type"":""Point"",""coordinates"":[-121.38148853562085,48.06605041282391]}"
000000000000000000eb,0,"{""type"":""Point"",""coordinates"":[-120.40549387434578,48.01878394165738]}"
000000000000000000ec,0,"{""type"":""Point"",""coordinates"":[-120.07231876183438,47.830734732031466]}"
000000000000000000ed,0,"{""type"":""Point"",""coordinates"":[-120.66293115546438,47.849360397131704]}"
000000000000000000ee,0,"{""type"":""Point"",""coordinates"":[-121.32520130302319,47.78897970976699]}"
000000000000000000ef,0,"{""type"":""Point"",""coordinates"":[-121.29634200100529,47.79632830830307]}"
000000000000000000f0,0,"{""type"":""Point"",""coordinates"":[-121.75801948767487,48.105125515355255]}"
000000000000000000f1,0,"{""type"":""Point"",""coordinates"":[-120.17895370442649,47.83044043136193]}"
000000000000000000f2,0,"{""type"":""Point"",""coordinates"":[-121.30822550531275,48.27494591987468]}"
000000000000000000f3,0,"{""type"":""Point"",""coordinates"":[-120.51563367036589,48.176158995136646]}"
000000000000000000f4,0,"{""type"":""Point"",""coordinates"":[-121.00807895430422,47.782215253468905]}"
000000000000000000f5,0,"{""type"":""Point"",""coordinates"":[-121.47781849567843,48.259044765518105]}"
000000000000000000f6,0,"{""type"":""Point"",""coordinates"":[-121.88263798481552,48.27254692350793]}"
000000000000000000f7,0,"{""type"":""Point"",""coordinates"":[-121.7232652540643,48.048102531083785]}"
000000000000000000f8,0,"{""type"":""Point"",""coordinates"":[-120.22527038706865,48.202530118766724]}"
000000000000000000f9,0,"{""type"":""Point"",""coordinates"":[-120.27422239843338,48.053324138417366]}"
000000000000000000fa,0,"{""type"":""Point"",""coordinates"":[-120.20529361434922,47.955585102426895]}"
000000000000000000fb,0,"{""type"":""Point"",""coordinates"":[-121.20272317438818,47.899387051850304]}"
000000000000000000fc,0,"{""type"":""Point"",""coordinates"":[-120.29752566053867,48.21439132756889]}"
000000000000000000fd,0,"{""type"":""Point"",""coordinates"":[-120.5791580239733,48.26720492044589]}"
000000000000000000fe,0,"{""type"":""Point"",""coordinates"":[-120.70417338110767,48.12536091593578]}"
000000000000000000ff,0,"{""type"":""Point"",""coordinates"":[-121.0039230721224,47.83736541529793]}"
00000000000000000100,0,"{""type"":""Point"",""coordinates"":[-121.0076999307147,48.159250083941984]}"
00000000000000000101,0,"{""type"":""Point"",""coordinates"":[-121.35965231776213,47.92900886014835]}"
00000000000000000102,0,"{""type"":""Point"",""coordinates"":[-120.52320522395462,47.93472542769887]}"
00000000000000000103,0,"{""type"":""Point"",""coordinates"":[-120.10202529305245,47.8358359436366]}"
00000000000000000104,0,"{""type"":""Point"",""coordinates"":[-120.13734137339574,48.21436011386152]}"
00000000000000000105,0,"{""type"":""Point"",""coordinates"":[-121.71031602460512,47.91873063222016]}"
00000000000000000106,0,"{""type"":""Point"",""coordinates"":[-120.534914823321,47.92891967812728]}"
00000000000000000107,0,"{""type"":""Point"",""coordinates"":[-121.15014591386704,47.80312397830852]}"
00000000000000000108,0,"{""type"":""Point"",""coordinates"":[-121.64984169611826,47.911841321092595]}"
00000000000000000109,0,"{""type"":""Point"",""coordinates"":[-120.88643021846516,48.03465834140765]}"
0000000000000000010a,0,"{""type"":""Point"",""coordinates"":[-121.54381765037049,48.05227179056875]}"
0000000000000000010b,0,"{""type"":""Point"",""coordinates"":[-121.06039758696431,48.12432640449139]}"
0000000000000000010c,0,"{""type"":""Point"",""coordinates"":[-120.28983817032254,47.99006287177213]}"
0000000000000000010d,0,"{""type"":""Point"",""coordinates"":[-121.47084000252978,47.85782377093115]}"
0000000000000000010e,0,"{""type"":""Point"",""coordinates"":[-119.97585948784625,47.86179682996976]}"
0000000000000000010f,0,"{""type"":""Point"",""coordinates"":[-121.09957078971883,47.95937979742338]}"
00000000000000000110,0,"{""type"":""Point"",""coordinates"":[-120.93423178175813,47.97828638588999]}"
00000000000000000111,0,"{""type"":""Point"",""coordinates"":[-120.25479409514352,47.84481657315825]}"
00000000000000000112,0,"{""type"":""Point"",""coordinates"":[-119.94046760278505,48.01198381255087]}"
00000000000000000113,0,"{""type"":""Point"",""coordinates"":[-121.30138970339779,48.00423835402102]}"
00000000000000000114,0,"{""type"":""Point"",""coordinates"":[-120.7018724849641,48.19795954018694]}"
00000000000000000115,0,"{""type"":""Point"",""coordinates"":[-121.74426316092497,47.9490703557878]}"
00000000000000000116,0,"{""type"":""Point"",""coordinates"":[-120.60180133912264,48.089563252678715]}"
00000000000000000117,0,"{""type"":""Point"",""coordinates"":[-121.59795559626036,48.29354928946967]}"
00000000000000000118,0,"{""type"":""Point"",""coordinates"":[-120.57930963340911,48.032584859417796]}"
00000000000000000119,0,"{""type"":""Point"",""coordinates"":[-121.3098664545004,48.20064391902111]}"
0000000000000000011a,0,"{""type"":""Point"",""coordinates"":[-121.64423660609411,47.84557907943838]}"
0000000000000000011b,0,"{""type"":""Point"",""coordinates"":[-120.48131642865857,48.26459188722858]}"
0000000000000000011c,0,"{""type"":""Point"",""coordinates"":[-120.54740922447276,47.775352696947664]}"
0000000000000000011d,0,"{""type"":""Point"",""coordinates"":[-121.5477416592975,47.984738705114324]}"
0000000000000000011e,0,"{""type"":""Point"",""coordinates"":[-120.40166350654087,47.800493108686986]}"
0000000000000000011f,0,"{""type"":""Point"",""coordinates"":[-120.6494334565756,47.81895378704825]}"
00000000000000000121,0,"{""type"":""Point"",""coordinates"":[-120.00595841995704,48.02821939948647]}"
00000000000000000122,0,"{""type"":""Point"",""coordinates"":[-121.71437826566478,48.27299283361327]}"
00000000000000000123,0,"{""type"":""Point"",""coordinates"":[-120.42478840460403,48.092336813533954]}"
00000000000000000124,0,"{""type"":""Point"",""coordinates"":[-121.2713041485902,47.997634425360886]}"
00000000000000000125,0,"{""type"":""Point"",""coordinates"":[-121.10959484888696,47.88437771770442]}"
00000000000000000126,0,"{""type"":""Point"",""coordinates"":[-121.30317780292022,48.03056042753953]}"
00000000000000000127,0,"{""type"":""Point"",""coordinates"":[-120.68522666073162,47.796497754143104]}"
00000000000000000128,0,"{""type"":""Point"",""coordinates"":[-120.31987021591752,47.90893844630679]}"
00000000000000000129,0,"{""type"":""Point"",""coordinates"":[-120.57801649410357,47.9334099928881]}"
0000000000000000012a,0,"{""type"":""Point"",""coordinates"":[-120.16149632380227,48.24010250424305]}"
0000000000000000012b,0,"{""type"":""Point"",""coordinates"":[-119.9356829873547,47.95617370376594]}"
0000000000000000012c,0,"{""type"":""Point"",""coordinates"":[-121.02423873652194,48.25326577055283]}"
0000000000000000012d,0,"{""type"":""Point"",""coordinates"":[-121.68731598137146,47.89218114454793]}"
0000000000000000012f,0,"{""type"":""Point"",""coordinates"":[-120.72996036249977,48.25937473899606]}"
00000000000000000130,0,"{""type"":""Point"",""coordinates"":[-120.79094748760772,48.048156040296426]}"
00000000000000000131,0,"{""type"":""Point"",""coordinates"":[-121.04676611504394,47.887044260134374]}"
00000000000000000132,0,"{""type"":""Point"",""coordinates"":[-121.49842400164641,47.86745097010552]}"
00000000000000000133,0,"{""type"":""Point"",""coordinates"":[-121.54785759592492,48.105593720965864]}"
